,Issue Date,License Expiration Date,Reroof Type,Address,Latitude/Longitude
0,01/08/2013,03/31/2014,Class A or B,"19515 S VERMONT AVE Los Angeles CA, 90502","(33.85325, -118.29073)"
1,01/11/2013,06/30/2013,Class A or B,"606 S OLIVE ST Los Angeles CA, 90014","(34.04779, -118.2542)"
2,01/11/2013,06/30/2013,Class A or B,"2119 N BROADWAY Los Angeles CA, 90031",
3,01/17/2013,07/31/2014,Built Up,"8318 N DE SOTO AVE Los Angeles CA, 91304","(34.22056, -118.58831)"
4,01/28/2013,08/31/2014,REMOVE EXISTING SHINGLES; REROOF IN 30 YEAR CHINGLES OVER (1)  1.5 LB,"2716 S STANFORD AVE Los Angeles CA, 90011","(34.01936, -118.26024)"
5,01/29/2013,03/31/2014,Built Up,"2379 S WESTWOOD BLVD Los Angeles CA, 90064","(34.04076, -118.42925)"
6,01/30/2013,12/31/2013,REROOF 70 SQUARES W/CLASS 'A' MATERIALS WEIGHING LESS THAN 6 POUNDS PE,"830 E 59TH ST Los Angeles CA, 90001","(33.98709, -118.26016)"
7,02/01/2013,06/30/2013,Class A or B,"3515 W WILSHIRE BLVD Los Angeles CA, 90010","(34.0619, -118.30094)"
8,02/11/2013,06/30/2014,Comp Shingle,"1496 W COLORADO BLVD Los Angeles CA, 90041","(34.13903, -118.19796)"
9,02/13/2013,01/31/2014,Built Up,"1100 S LA CIENEGA BLVD Los Angeles CA, 90035","(34.05679, -118.37597)"
10,02/14/2013,06/30/2014,Built Up,"4024 N RADFORD AVE Los Angeles CA, 91604",
11,02/20/2013,06/30/2013,Class A or B,"5655 W ADAMS BLVD Los Angeles CA, 90016","(34.03262, -118.36664)"
12,02/21/2013,10/31/2013,Built Up,"18026 W VENTURA BLVD Los Angeles CA, 91316","(34.16463, -118.5254)"
13,02/27/2013,05/31/2014,Tear off existing roofing material and reroof with 30yr shingles.,"13020 W SAN VICENTE BLVD Los Angeles CA, 90049","(34.04845, -118.49051)"
14,02/27/2013,05/31/2014,Reroof with torch down roofing system,"1201 S LA BREA AVE Los Angeles CA, 90019","(34.05316, -118.34389)"
15,02/28/2013,04/30/2014,Built Up,"651 N LA CIENEGA BLVD Los Angeles CA, 90069","(34.08342, -118.37669)"
16,02/28/2013,07/31/2013,"T/O ROOFING, RESHEATH, AND REROOF. REMOVE AND REPLACE ONE DAMAGED ROOF","5132 W JEFFERSON BLVD Los Angeles CA, 90016","(34.02537, -118.35637)"
17,03/01/2013,01/31/2014,Class A or B,"1019 N AVALON BLVD Los Angeles CA, 90744","(33.78343, -118.26286)"
18,03/05/2013,06/30/2013,Class A or B,"7625 W MELROSE AVE Los Angeles CA, 90046","(34.08384, -118.35612)"
19,03/05/2013,10/31/2013,Built Up,"2301 W BELLEVUE AVE Los Angeles CA, 90026","(34.07417, -118.26931)"
20,03/07/2013,02/28/2014,Comp Shingle,"1043 S ABBOT KINNEY BLVD Los Angeles CA, 90291","(33.99203, -118.47099)"
21,03/08/2013,07/31/2014,Class A or B,"24911 S WESTERN AVE Los Angeles CA, 90717","(33.79838, -118.30784)"
22,04/08/2013,08/31/2014,Built Up,"921 N LA CIENEGA BLVD Los Angeles CA, 90069","(34.08754, -118.37658)"
23,04/10/2013,06/30/2014,Built Up,"4024 N RADFORD AVE Los Angeles CA, 91604",
24,04/17/2013,02/28/2014,Built Up,"7955 W 3RD ST Los Angeles CA, 90048","(34.07193, -118.36338)"
25,04/18/2013,06/30/2014,Built Up,"4024 N RADFORD AVE Los Angeles CA, 91604",
26,04/18/2013,06/30/2014,Built Up,"4024 N RADFORD AVE Los Angeles CA, 91604",
27,04/18/2013,06/30/2014,Built Up,"4024 N RADFORD AVE Los Angeles CA, 91604",
28,04/22/2013,12/31/2013,Built Up,"6859 N VALJEAN AVE Los Angeles CA, 91406","(34.19566, -118.48601)"
29,04/22/2013,06/30/2014,Comp Shingle,"18224 W PARTHENIA ST Los Angeles CA, 91325","(34.22854, -118.53041)"
30,04/25/2013,03/31/2014,Class A or B,"10807 N SAN FERNANDO ROAD Los Angeles CA, 91331","(34.26639, -118.42263)"
31,05/02/2013,09/30/2014,Built Up,"1010 N HIGHLAND AVE Los Angeles CA, 90038","(34.08928, -118.33841)"
32,05/08/2013,12/31/2013,Built Up,"20540 W SUPERIOR ST Los Angeles CA, 91311","(34.24626, -118.58135)"
33,05/08/2013,05/31/2013,Built Up,"6622 W MELROSE AVE Los Angeles CA, 90036","(34.0833, -118.33943)"
34,05/10/2013,09/30/2013,Built Up,"19761 W BAHAMA ST Los Angeles CA, 91324","(34.23351, -118.56404)"
35,05/10/2013,04/30/2015,Built Up,"12201 W VENICE BLVD Los Angeles CA, 90066","(34.00495, -118.43162)"
36,05/15/2013,07/31/2013,Built Up,"8599 W VENICE BLVD Los Angeles CA, 90034","(34.03438, -118.38006)"
37,05/17/2013,03/31/2014,Built Up,"1880 S CENTURY PARK Los Angeles CA, 90067","(34.06144, -118.41437)"
38,05/22/2013,11/30/2014,Built Up,"20730 W DEARBORN ST Los Angeles CA, 91311","(34.23712, -118.58532)"
39,05/23/2013,10/31/2014,Class A or B,"15321 S FIGUEROA ST Los Angeles CA, 90248","(33.89211, -118.2832)"
40,05/23/2013,12/31/2014,Built Up,"208 S LINCOLN BLVD Los Angeles CA, 90291","(34.00177, -118.46833)"
41,05/31/2013,10/31/2013,Built Up,"1843 S ARAPAHOE ST Los Angeles CA, 90006","(34.04065, -118.2854)"
42,05/31/2013,08/31/2014,Built Up,"7832 N ALABAMA AVE Los Angeles CA, 91304","(34.21279, -118.59926)"
43,05/31/2013,02/28/2014,Built Up,"16935 W VANOWEN ST Los Angeles CA, 91406","(34.19403, -118.50247)"
44,06/04/2013,07/31/2013,Built Up,"1811 N WESTERN AVE Los Angeles CA, 90028","(34.10382, -118.30947)"
45,06/04/2013,10/31/2014,Built Up,"10100 N BALBOA BLVD Los Angeles CA, 91343","(34.25403, -118.50217)"
46,06/11/2013,10/31/2013,Comp Shingle,"5550 W THORNBURN ST Los Angeles CA, 90045","(33.97352, -118.37727)"
47,06/19/2013,12/31/2013,Built Up,"22330 W SHERMAN WAY Los Angeles CA, 91303","(34.20073, -118.61347)"
48,06/28/2013,12/31/2013,Built Up,"8600 N WILBUR AVE Los Angeles CA, 91324","(34.22676, -118.54464)"
49,07/03/2013,02/28/2014,Built Up,"1301 N VERMONT AVE Los Angeles CA, 90027","(34.09573, -118.29203)"
50,07/09/2013,06/30/2014,"Tear off existing roofing material, apply 28lbs base sheet and reroof","17231 W SHERMAN WAY Los Angeles CA, 91406","(34.20136, -118.50861)"
51,07/15/2013,05/31/2015,Comp Shingle,"2701 N NEWELL ST Los Angeles CA, 90039","(34.10011, -118.24618)"
52,07/16/2013,01/31/2014,Built Up,"7641 N DENSMORE AVE Los Angeles CA, 91406","(34.20953, -118.47725)"
53,07/30/2013,04/30/2015,Built Up,"5127 N LAUREL CANYON BLVD Los Angeles CA, 91607","(34.16375, -118.39672)"
54,08/02/2013,06/30/2015,WATER DAMAGE REPAIR TO (E) FRONT DECK (323 SF) AND REROOF CLASS  A (30,"545 N COMMONWEALTH AVE Los Angeles CA, 90004","(34.0807, -118.28574)"
55,08/07/2013,01/31/2014,Built Up,"14531 W DELANO ST Los Angeles CA, 91411","(34.18278, -118.44985)"
56,08/08/2013,07/31/2014,Built Up,"7137 N RESEDA BLVD Los Angeles CA, 91335","(34.20046, -118.53624)"
57,08/12/2013,05/31/2014,Comp Shingle,"1828 S SAWTELLE BLVD Los Angeles CA, 90025","(34.04323, -118.44539)"
58,08/13/2013,06/30/2014,Built Up,"3150 W SAN FERNANDO ROAD Los Angeles CA, 90065","(34.11582, -118.24713)"
59,08/13/2013,10/31/2013,"Tear off existing roofing material  and reroof with class ""A"", title 2","10479 W PICO BLVD Los Angeles CA, 90064","(34.04553, -118.41889)"
60,08/13/2013,10/31/2013,"Tear off existing roofing material.  Reroof with class ""A"" mission 2pc","10425 W PICO BLVD Los Angeles CA, 90064","(34.04603, -118.41789)"
61,08/16/2013,10/31/2013,Built Up,"4901 S MARIONWOOD DR Los Angeles CA, 90230","(33.99325, -118.41076)"
62,08/22/2013,01/31/2015,Built Up,"8801 S BELLANCA AVE Los Angeles CA, 90045","(33.95731, -118.38065)"
63,08/26/2013,03/31/2014,Built Up,"20133 W SHERMAN WAY Los Angeles CA, 91306","(34.20128, -118.57238)"
64,08/27/2013,01/31/2014,Built Up,"17021 W ROSCOE BLVD Los Angeles CA, 91325","(34.22136, -118.50339)"
65,09/09/2013,03/31/2015,Built Up,"446 S LA BREA AVE Los Angeles CA, 90036","(34.06547, -118.34378)"
66,09/11/2013,10/31/2013,Built Up,"370 S CLARENCE ST Los Angeles CA, 90033","(34.04338, -118.22368)"
67,09/17/2013,06/30/2015,Class A or B,"13746 W VICTORY BLVD Los Angeles CA, 91401","(34.18644, -118.43285)"
68,09/19/2013,12/31/2014,Built Up,"1700 S WESTERN AVE Los Angeles CA, 90006","(34.04254, -118.30884)"
69,09/20/2013,,Class A or B,"1019 N AVALON BLVD Los Angeles CA, 90744","(33.78348, -118.263)"
70,09/24/2013,09/30/2013,Built Up,"15041 W KESWICK ST Los Angeles CA, 91405","(34.21045, -118.46025)"
71,10/09/2013,10/31/2015,Built Up,"20434 W SHERMAN WAY Los Angeles CA, 91306","(34.20084, -118.57865)"
72,10/11/2013,04/30/2015,Comp Shingle,"4953 W FRANKLIN AVE Los Angeles CA, 90027","(34.10552, -118.2975)"
73,10/17/2013,06/30/2015,Built Up,"16913 W DEVONSHIRE ST Los Angeles CA, 91344","(34.25767, -118.50052)"
74,10/22/2013,12/31/2013,Built Up,"7100 N SOPHIA AVE Los Angeles CA, 91406","(34.19931, -118.48684)"
75,10/23/2013,07/31/2015,Built Up,"8687 W VENICE BLVD Los Angeles CA, 90034","(34.03313, -118.38225)"
76,10/24/2013,03/31/2014,Built Up,"826 N LA CIENEGA BLVD Los Angeles CA, 90069","(34.08614, -118.37626)"
77,10/25/2013,,SUPPLEMENTAL TO 13016-10000-05354 TO INCLUDE:  REROOF 77 SQUARES W/CLA,"1001 S PALOS VERDES ST Los Angeles CA, 90731","(33.73492, -118.2815)"
78,10/29/2013,03/31/2015,Built Up,"9401 N OSO AVE Los Angeles CA, 91311","(34.2411, -118.57555)"
79,10/31/2013,07/31/2015,Built Up,"11758 W OLYMPIC BLVD Los Angeles CA, 90064","(34.03317, -118.44927)"
80,11/05/2013,08/31/2015,Built Up,"15800 W ROSCOE BLVD Los Angeles CA, 91406","(34.2212, -118.47638)"
81,11/15/2013,,Class A or B,"481 W 2ND ST Los Angeles CA, 90731","(33.74227, -118.28738)"
82,11/19/2013,09/30/2015,Comp Shingle,"1765 S LA CIENEGA BLVD Los Angeles CA, 90035","(34.04538, -118.37683)"
83,11/19/2013,07/31/2014,Built Up,"7188 W SUNSET BLVD Los Angeles CA, 90046","(34.09782, -118.3467)"
84,11/20/2013,01/31/2014,Built Up,"749 W VENICE BLVD Los Angeles CA, 90015","(34.03899, -118.27319)"
85,11/26/2013,04/30/2014,Built Up,"1064 W 251ST ST Los Angeles CA, 90710","(33.79659, -118.29497)"
86,11/29/2013,03/31/2014,Built Up,"12035 W VENICE BLVD Los Angeles CA, 90066","(34.0059, -118.42996)"
87,12/02/2013,03/31/2014,Built Up,"19419 W VENTURA BLVD Los Angeles CA, 91356","(34.1729, -118.55627)"
88,12/03/2013,10/31/2015,Built Up,"3139 W SAN FERNANDO ROAD Los Angeles CA, 90065","(34.11595, -118.24672)"
89,12/09/2013,10/31/2014,Built Up,"11650 W VICTORY BLVD Los Angeles CA, 91606","(34.18651, -118.38626)"
90,12/19/2013,09/30/2014,Class A or B,"11160 S HINDRY AVE Los Angeles CA, 90045","(33.93315, -118.3722)"
91,12/19/2013,09/30/2014,Class A or B,"11200 S HINDRY AVE Los Angeles CA, 90045","(33.93291, -118.37221)"
92,12/19/2013,09/30/2014,Class A or B,"11120 S HINDRY AVE Los Angeles CA, 90045","(33.93344, -118.3722)"
93,12/30/2013,12/31/2013,Built Up,"15745 W STAGG ST Los Angeles CA, 91406","(34.21218, -118.47647)"
94,12/31/2013,06/30/2015,Built Up,"915 N LA CIENEGA BLVD Los Angeles CA, 90069",
95,01/01/2014,03/31/2014,Built Up,"3349 S LA CIENEGA PL Los Angeles CA, 90016","(34.02727, -118.37549)"
96,01/10/2014,02/28/2014,Built Up,"7300 N TOPANGA CANYON BLVD Los Angeles CA, 91303","(34.20307, -118.60573)"
97,01/30/2014,10/31/2015,Built Up,"2902 N GILROY ST Los Angeles CA, 90039","(34.10622, -118.25157)"
98,01/31/2014,01/31/2015,CHANGE OUT STOREFRONT WINDOWS AND REROOF WITH NEW TILES. APPLY NEW FLO,"3709 E WHITTIER BLVD Los Angeles CA, 90023","(34.0247, -118.19356)"
99,02/21/2014,02/28/2015,Built Up,"5426 W WASHINGTON BLVD Los Angeles CA, 90016","(34.03847, -118.36118)"
100,02/21/2014,01/31/2016,Built Up,"8222 W 3RD ST Los Angeles CA, 90048","(34.07238, -118.36874)"
101,02/25/2014,01/31/2014,Built Up,"21438 W INGOMAR ST Los Angeles CA, 91304","(34.21181, -118.59904)"
102,03/05/2014,10/31/2015,Comp Shingle,"1600 N CAMPUS ROAD Los Angeles CA, 90041","(34.12626, -118.21412)"
103,03/06/2014,01/31/2016,Built Up,"2201 W 54TH ST Los Angeles CA, 90043","(33.99335, -118.31725)"
104,03/24/2014,03/31/2014,Built Up,"2055 S BARRINGTON AVE Los Angeles CA, 90025","(34.03581, -118.44934)"
105,03/30/2014,07/31/2015,Built Up,"9401 N RESEDA BLVD Los Angeles CA, 91324","(34.2412, -118.53628)"
106,04/02/2014,07/31/2014,Comp Shingle,"12171 N SAN FERNANDO ROAD Los Angeles CA, 91342","(34.29111, -118.4503)"
107,04/02/2014,04/30/2015,Class A or B,"14912 W BURBANK BLVD Los Angeles CA, 91411","(34.17188, -118.45803)"
108,04/02/2014,05/31/2015,Built Up,"7425 N BELLAIRE AVE Los Angeles CA, 91605","(34.20648, -118.40975)"
109,04/07/2014,04/30/2014,Built Up,"15230 W SAN FERNANDO MISSION BLVD Los Angeles CA, 91345","(34.27224, -118.46456)"
110,04/15/2014,04/30/2014,Built Up,"11155 N SEPULVEDA BLVD Los Angeles CA, 91345","(34.27369, -118.46805)"
111,04/17/2014,,Built Up,"1728 S LA CIENEGA BLVD Los Angeles CA, 90035","(34.04624, -118.37617)"
112,04/21/2014,09/30/2015,Built Up,"19743 W BAHAMA ST Los Angeles CA, 91324","(34.23344, -118.56376)"
113,04/28/2014,06/30/2015,Built Up,"10911 W RIVERSIDE DR Los Angeles CA, 91602","(34.15243, -118.36809)"
114,05/06/2014,10/31/2015,Built Up,"18440 W SHERMAN WAY Los Angeles CA, 91335","(34.20096, -118.53499)"
115,05/09/2014,05/31/2015,Built Up,"608 S MATEO ST Los Angeles CA, 90021","(34.0376, -118.23251)"
116,05/11/2014,03/31/2016,Built Up,"2401 W SAN FERNANDO ROAD Los Angeles CA, 90065","(34.10609, -118.23933)"
117,05/11/2014,03/31/2016,Built Up,"2409 W SAN FERNANDO ROAD Los Angeles CA, 90065","(34.1062, -118.23944)"
118,05/11/2014,03/31/2016,Built Up,"2413 W SAN FERNANDO ROAD Los Angeles CA, 90065","(34.10635, -118.23959)"
119,05/16/2014,07/31/2014,Built Up,"7911 N WINNETKA AVE Los Angeles CA, 91306","(34.21424, -118.57124)"
120,05/16/2014,05/31/2015,Built Up,"4722 N HASKELL AVE Los Angeles CA, 91436","(34.15605, -118.47467)"
121,05/16/2014,05/31/2015,Comp Shingle,"4722 N HASKELL AVE Los Angeles CA, 91436","(34.15605, -118.47467)"
122,05/22/2014,06/30/2015,Built Up,"13315 S FIGUEROA ST Los Angeles CA, 90248","(33.91078, -118.283)"
123,05/27/2014,07/31/2014,Built Up,"11230 N ILEX AVE Los Angeles CA, 91331","(34.27392, -118.43229)"
124,06/20/2014,01/31/2016,Built Up,"1226 N ALVARADO ST Los Angeles CA, 90026","(34.07877, -118.26257)"
125,06/30/2014,12/31/2015,Built Up,"3469 W CASITAS AVE Los Angeles CA, 90039","(34.11984, -118.25606)"
126,07/15/2014,02/29/2016,Built Up,"7532 N LANKERSHIM BLVD Los Angeles CA, 91605","(34.20759, -118.38758)"
127,07/28/2014,01/31/2016,Built Up,"4914 N TOPANGA CANYON BLVD Los Angeles CA, 91364","(34.15733, -118.60559)"
128,08/08/2014,01/01/2015,TI & REROOF (OVERALL DIMENSION  130' X 190') OF AN INDUSTRIAL BUILDING,"20315 W NORDHOFF ST Los Angeles CA, 91311","(34.23201, -118.57642)"
129,08/13/2014,10/31/2015,Built Up,"12458 N GLADSTONE AVE Los Angeles CA, 91342","(34.29612, -118.41197)"
130,08/13/2014,11/30/2015,Built Up,"9687 N SUNLAND BLVD Los Angeles CA, 91040","(34.2472, -118.35686)"
131,08/14/2014,10/31/2015,Built Up,"6641 W SUNSET BLVD Los Angeles CA, 90028","(34.09814, -118.33442)"
132,08/21/2014,10/31/2015,Built Up,"2832 E BLANCHARD ST Los Angeles CA, 90033","(34.0483, -118.198)"
133,08/25/2014,07/31/2016,Built Up,"2231 S COLBY AVE Los Angeles CA, 90064","(34.03505, -118.44437)"
134,09/01/2014,07/31/2016,Built Up,"7561 N LAUREL CANYON BLVD Los Angeles CA, 91605","(34.20814, -118.39673)"
135,09/03/2014,08/31/2014,Built Up,"4609 N VAN NUYS BLVD Los Angeles CA, 91403","(34.15506, -118.44889)"
136,09/19/2014,10/31/2014,Built Up,"131 N OCCIDENTAL BLVD Los Angeles CA, 90026","(34.071, -118.27939)"
137,09/22/2014,11/30/2014,Built Up,"6659 N TOPANGA CANYON BLVD Los Angeles CA, 91303","(34.19152, -118.60616)"
138,09/24/2014,11/30/2014,Built Up,"24373 W VANOWEN ST Los Angeles CA, 91307","(34.19515, -118.65618)"
139,09/29/2014,10/31/2014,Built Up,"18448 W SHERMAN WAY Los Angeles CA, 91335","(34.20096, -118.53524)"
140,10/02/2014,01/31/2016,Built Up,"12515 W VENTURA BLVD Los Angeles CA, 91604","(34.14294, -118.4059)"
141,10/07/2014,03/31/2015,Built Up,"20350 W PRAIRIE ST Los Angeles CA, 91311","(34.23896, -118.57718)"
142,10/08/2014,06/30/2015,Comp Shingle,"12501 N GLADSTONE AVE Los Angeles CA, 91342","(34.29709, -118.41363)"
143,10/13/2014,06/30/2016,Built Up,"21500 W WYANDOTTE ST Los Angeles CA, 91303","(34.20275, -118.59928)"
144,10/22/2014,03/31/2016,REROOF W/CLASS 'A' MATERIALS 74 SQUARES COATING SYSTEM-APOC#248,"3215 S LA CIENEGA AVE Los Angeles CA, 90034","(34.03181, -118.37901)"
145,10/24/2014,02/29/2016,Built Up,"18419 W SHERMAN WAY Los Angeles CA, 91335","(34.20129, -118.53457)"
146,10/29/2014,02/29/2016,Class A or B,"1011 E L ST Los Angeles CA, 90744","(33.7875, -118.25018)"
147,10/29/2014,11/30/2014,Built Up,"11751 W PICO BLVD Los Angeles CA, 90064","(34.0312, -118.44693)"
148,10/31/2014,06/30/2016,Built Up,"4887 E HUNTINGTON DR Los Angeles CA, 90032","(34.08678, -118.17755)"
149,11/07/2014,06/30/2016,Built Up,"19952 W VENTURA BLVD Los Angeles CA, 91364","(34.17156, -118.56788)"
150,11/26/2014,10/31/2015,"REROOF  2000  sq  feet, change plywood as necessary.  CLASS A  SHINGLE","1519 E PLEASANT AVE Los Angeles CA, 90033","(34.04916, -118.22134)"
151,12/08/2014,09/30/2015,Built Up,"14300 W SHERMAN WAY Los Angeles CA, 91405","(34.20099, -118.44464)"
152,12/19/2014,07/31/2015,Built Up,"1655 W BEVERLY BLVD Los Angeles CA, 90026","(34.06425, -118.2645)"
153,12/24/2014,10/31/2015,Built Up,"916 N WESTERN AVE Los Angeles CA, 90029","(34.08674, -118.30896)"
154,12/25/2014,04/30/2015,Built Up,"13000 W PIERCE ST Los Angeles CA, 91331","(34.26505, -118.41608)"
155,12/29/2014,05/31/2015,Comp Shingle,"12905 W RIVERSIDE DR Los Angeles CA, 91423","(34.15778, -118.41424)"
156,12/30/2014,10/31/2015,Built Up,"5011 N WHITE OAK AVE Los Angeles CA, 91316","(34.16145, -118.51879)"
157,12/31/2014,04/30/2016,REROOF 150 SQRS./W CLASS 'A' MATERIALS WEIGHING LESS THAN 6 POUNDS PER,"22804 S WESTERN AVE Los Angeles CA, 90501","(33.8188, -118.30866)"
158,01/05/2015,04/30/2016,Comp Shingle,"19425 W VENTURA BLVD Los Angeles CA, 91356","(34.17291, -118.5566)"
159,01/06/2015,02/28/2015,Class A or B,"2323 E 4TH ST Los Angeles CA, 90033","(34.04095, -118.21213)"
160,01/08/2015,04/30/2016,Built Up,"24045 S FRAMPTON AVE Los Angeles CA, 90710","(33.80617, -118.30052)"
161,01/12/2015,04/30/2015,Built Up,"5327 W SANTA MONICA BLVD Los Angeles CA, 90029","(34.09093, -118.30555)"
162,01/13/2015,12/31/2015,Built Up,"13237 N GLADSTONE AVE Los Angeles CA, 91342","(34.31154, -118.42954)"
163,01/20/2015,03/31/2016,Built Up,"10875 W KINROSS AVE Los Angeles CA, 90024","(34.06092, -118.44476)"
164,01/20/2015,01/31/2016,Built Up,"11315 W VENICE BLVD Los Angeles CA, 90066","(34.01145, -118.42032)"
165,02/03/2015,05/31/2015,Built Up,"7119 N GERALD AVE Los Angeles CA, 91406","(34.19985, -118.4937)"
166,02/09/2015,05/31/2015,Built Up,"12445 W MOUNTAINGATE DR Los Angeles CA, 90049","(34.1074, -118.48784)"
167,02/11/2015,01/01/2016,"CHANGE OF USE FROM MACHINE SHOP TO OFFICE ( 2371 SF ) , TI  AND REROOF","2733 W SAN FERNANDO ROAD Los Angeles CA, 90065","(34.11016, -118.24249)"
168,02/12/2015,03/31/2016,Class A or B,"18751 W VENTURA BLVD Los Angeles CA, 91356","(34.17151, -118.54234)"
169,02/13/2015,05/31/2016,Class A or B,"11900 S AVALON BLVD Los Angeles CA, 90059","(33.92439, -118.26503)"
170,02/17/2015,06/30/2015,Built Up,"7429 W MELROSE AVE Los Angeles CA, 90046","(34.08374, -118.35197)"
171,02/17/2015,06/30/2015,Built Up,"7427 W MELROSE AVE Los Angeles CA, 90046","(34.08373, -118.35192)"
172,02/19/2015,10/31/2015,Built Up,"12017 W VOSE ST Los Angeles CA, 91605","(34.19855, -118.39489)"
173,02/20/2015,02/29/2016,Class A or B,"19900 W PLUMMER ST Los Angeles CA, 91311","(34.24259, -118.56723)"
174,02/23/2015,07/31/2015,Comp Shingle,"4112 W SLAUSON AVE Los Angeles CA, 90043","(33.98874, -118.34674)"
175,02/24/2015,12/31/2015,Class A or B,"864 S NEW HAMPSHIRE AVE Los Angeles CA, 90005","(34.05609, -118.29271)"
176,02/27/2015,05/31/2015,Comp Shingle,"12445 W MOUNTAINGATE DR Los Angeles CA, 90049","(34.1074, -118.48784)"
177,03/05/2015,08/31/2016,Built Up,"3705 S WOODLAWN AVE Los Angeles CA, 90011","(34.01473, -118.27296)"
178,03/06/2015,07/31/2015,Comp Shingle,"2634 S OVERLAND AVE Los Angeles CA, 90064","(34.03834, -118.4219)"
179,03/09/2015,03/31/2016,Built Up,"14428 W HAMLIN ST Los Angeles CA, 91401","(34.18847, -118.44754)"
180,03/09/2015,08/31/2016,Built Up,"1956 N CAHUENGA BLVD Los Angeles CA, 90068","(34.10682, -118.33049)"
181,03/12/2015,05/31/2015,Built Up,"2337 N CANYONBACK ROAD Los Angeles CA, 90049","(34.11033, -118.49502)"
182,03/24/2015,12/31/2016,Class A or B,"404 W PACIFIC COAST HWY Los Angeles CA, 90744","(33.79073, -118.26716)"
183,03/25/2015,06/30/2015,Comp Shingle,"1411 W SUNSET BLVD Los Angeles CA, 90026","(34.07461, -118.25189)"
184,04/01/2015,03/31/2015,Built Up,"13455 W BEACH AVE Los Angeles CA, 90292","(33.99065, -118.44576)"
185,04/03/2015,10/31/2016,Class A or B,"7350 W MELROSE AVE Los Angeles CA, 90036","(34.08343, -118.35003)"
186,04/09/2015,01/31/2015,Built Up,"142 S ROBERTSON BLVD Los Angeles CA, 90048","(34.07425, -118.38361)"
187,04/10/2015,06/30/2015,Comp Shingle,"3735 N CAHUENGA BLVD Los Angeles CA, 91604","(34.13554, -118.36199)"
188,04/14/2015,10/31/2015,Built Up,"1100 W MANCHESTER AVE Los Angeles CA, 90044","(33.95985, -118.29408)"
189,04/27/2015,01/31/2017,Built Up,"8617 W PICO BLVD Los Angeles CA, 90035","(34.05405, -118.37908)"
190,04/27/2015,05/31/2015,Built Up,"1204 N VINE ST Los Angeles CA, 90038","(34.09287, -118.32642)"
191,05/01/2015,01/31/2016,Built Up,"9131 N INDEPENDENCE AVE Los Angeles CA, 91311","(34.23623, -118.59094)"
192,05/04/2015,01/31/2016,Built Up,"5800 N TOPANGA CANYON BLVD Los Angeles CA, 91367","(34.17556, -118.60548)"
193,05/12/2015,05/31/2015,Built Up,"8100 W 3RD ST Los Angeles CA, 90048","(34.072, -118.36606)"
194,05/15/2015,02/29/2016,Built Up,"12328 W VENTURA BLVD Los Angeles CA, 91604","(34.14282, -118.40184)"
195,05/19/2015,02/29/2016,Built Up,"11846 W SHERMAN WAY Los Angeles CA, 91605","(34.20103, -118.39157)"
196,05/28/2015,02/29/2016,Built Up,"15140 W BLEDSOE ST Los Angeles CA, 91342","(34.30714, -118.46302)"
197,05/28/2015,06/30/2015,Built Up,"3008 W HYDE PARK BLVD Los Angeles CA, 90043","(33.98054, -118.32596)"
198,06/08/2015,10/31/2015,Built Up,"2624 W SUNSET BLVD Los Angeles CA, 90026","(34.0803, -118.2704)"
199,06/09/2015,01/31/2016,Built Up,"21505 W SHERMAN WAY Los Angeles CA, 91303","(34.20119, -118.59925)"
200,06/10/2015,02/28/2017,Class A or B,"2275 W 25TH ST Los Angeles CA, 90732","(33.72714, -118.3272)"
201,06/11/2015,06/30/2015,REROOF (E) WAREHOUSE TO COMPLY WITH COOL ROOF REQUIREMENTS,"16000 W ARMINTA ST Los Angeles CA, 91406",
202,06/19/2015,09/30/2016,Class A or B,"900 N HIGHLAND AVE Los Angeles CA, 90038","(34.08728, -118.33839)"
203,06/22/2015,01/31/2016,Built Up,"15725 W PARTHENIA ST Los Angeles CA, 91343","(34.22848, -118.47482)"
204,06/23/2015,05/31/2015,Built Up,"7700 W MELROSE AVE Los Angeles CA, 90036","(34.08353, -118.35748)"
205,06/30/2015,05/31/2015,Built Up,"2249 N CANYONBACK ROAD Los Angeles CA, 90049","(34.10742, -118.49529)"
206,06/30/2015,05/31/2015,Built Up,"2321 N CANYONBACK ROAD Los Angeles CA, 90049","(34.10933, -118.49493)"
207,06/30/2015,06/30/2017,Built Up,"15456 W CABRITO ROAD Los Angeles CA, 91406","(34.21687, -118.47015)"
208,06/30/2015,05/31/2015,Built Up,"2317 N CANYONBACK ROAD Los Angeles CA, 90049","(34.1093, -118.49493)"
209,07/07/2015,05/31/2015,Built Up,"2225 N CANYONBACK ROAD Los Angeles CA, 90049","(34.10671, -118.4951)"
210,07/08/2015,11/30/2016,Built Up,"6201 N LANKERSHIM BLVD Los Angeles CA, 91606","(34.18338, -118.38597)"
211,07/08/2015,11/30/2016,Built Up,"11315 S FIGUEROA ST Los Angeles CA, 90044","(33.93147, -118.28279)"
212,07/10/2015,10/31/2015,Built Up,"1412 N GLENDALE BLVD Los Angeles CA, 90026","(34.08004, -118.25986)"
213,07/12/2015,10/31/2015,Built Up,"12737 N GLENOAKS BLVD Los Angeles CA, 91342","(34.30159, -118.44224)"
214,07/12/2015,10/31/2015,Built Up,"1965 W BLAKE AVE Los Angeles CA, 90039","(34.10026, -118.24388)"
